"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"15.07.2016 04:00 - 15.07.2016 04:15","42255","44652"
"15.07.2016 04:15 - 15.07.2016 04:30","42476","45055"
"15.07.2016 04:30 - 15.07.2016 04:45","42867","45367"
"15.07.2016 04:45 - 15.07.2016 05:00","43426","45945"
"15.07.2016 05:00 - 15.07.2016 05:15","44386","47032"
"15.07.2016 05:15 - 15.07.2016 05:30","44690","47649"
"15.07.2016 05:30 - 15.07.2016 05:45","45694","48403"
"15.07.2016 05:45 - 15.07.2016 06:00","46879","49871"
"15.07.2016 06:00 - 15.07.2016 06:15","49466","52818"
"15.07.2016 06:15 - 15.07.2016 06:30","51512","54925"
"15.07.2016 06:30 - 15.07.2016 06:45","53152","56467"
"15.07.2016 06:45 - 15.07.2016 07:00","54680","57598"
"15.07.2016 07:00 - 15.07.2016 07:15","56783","59951"
"15.07.2016 07:15 - 15.07.2016 07:30","58047","61202"
"15.07.2016 07:30 - 15.07.2016 07:45","59160","62433"
"15.07.2016 07:45 - 15.07.2016 08:00","59988","63233"
"15.07.2016 08:00 - 15.07.2016 08:15","61024","64260"
"15.07.2016 08:15 - 15.07.2016 08:30","61736","65107"
"15.07.2016 08:30 - 15.07.2016 08:45","62177","65925"
"15.07.2016 08:45 - 15.07.2016 09:00","62351","65881"
"15.07.2016 09:00 - 15.07.2016 09:15","62300","65956"
"15.07.2016 09:15 - 15.07.2016 09:30","62839","66413"
"15.07.2016 09:30 - 15.07.2016 09:45","62854","66842"
"15.07.2016 09:45 - 15.07.2016 10:00","63153","67498"
"15.07.2016 10:00 - 15.07.2016 10:15","63757","68007"
"15.07.2016 10:15 - 15.07.2016 10:30","64230","68441"
"15.07.2016 10:30 - 15.07.2016 10:45","64430","69036"
"15.07.2016 10:45 - 15.07.2016 11:00","64822","69205"
"15.07.2016 11:00 - 15.07.2016 11:15","64984","69168"
"15.07.2016 11:15 - 15.07.2016 11:30","65505","69437"
"15.07.2016 11:30 - 15.07.2016 11:45","65747","69480"
"15.07.2016 11:45 - 15.07.2016 12:00","65271","69406"
"15.07.2016 12:00 - 15.07.2016 12:15","64983","68485"
"15.07.2016 12:15 - 15.07.2016 12:30","65035","68049"
"15.07.2016 12:30 - 15.07.2016 12:45","64577","67987"
"15.07.2016 12:45 - 15.07.2016 13:00","64538","67751"
"15.07.2016 13:00 - 15.07.2016 13:15","63732","67341"
"15.07.2016 13:15 - 15.07.2016 13:30","63960","66865"
"15.07.2016 13:30 - 15.07.2016 13:45","63388","66437"
"15.07.2016 13:45 - 15.07.2016 14:00","62534","65633"
"15.07.2016 14:00 - 15.07.2016 14:15","62157","65035"
"15.07.2016 14:15 - 15.07.2016 14:30","61745","64748"
"15.07.2016 14:30 - 15.07.2016 14:45","61652","64434"
"15.07.2016 14:45 - 15.07.2016 15:00","62010","64324"
"15.07.2016 15:00 - 15.07.2016 15:15","61802","64357"
"15.07.2016 15:15 - 15.07.2016 15:30","60796","63570"
"15.07.2016 15:30 - 15.07.2016 15:45","60622","62999"
"15.07.2016 15:45 - 15.07.2016 16:00","60110","62699"
"15.07.2016 16:00 - 15.07.2016 16:15","59939","62452"
"15.07.2016 16:15 - 15.07.2016 16:30","60025","62195"
"15.07.2016 16:30 - 15.07.2016 16:45","60087","61854"
"15.07.2016 16:45 - 15.07.2016 17:00","59423","61764"
"15.07.2016 17:00 - 15.07.2016 17:15","59419","62003"
"15.07.2016 17:15 - 15.07.2016 17:30","59184","61809"
"15.07.2016 17:30 - 15.07.2016 17:45","59159","61514"
"15.07.2016 17:45 - 15.07.2016 18:00","59019","61441"
"15.07.2016 18:00 - 15.07.2016 18:15","58619","60630"
"15.07.2016 18:15 - 15.07.2016 18:30","58593","60340"
"15.07.2016 18:30 - 15.07.2016 18:45","58486","60111"
"15.07.2016 18:45 - 15.07.2016 19:00","58306","59895"
"15.07.2016 19:00 - 15.07.2016 19:15","58245","59659"
"15.07.2016 19:15 - 15.07.2016 19:30","57741","59213"
"15.07.2016 19:30 - 15.07.2016 19:45","57526","58542"
"15.07.2016 19:45 - 15.07.2016 20:00","57065","58138"
"15.07.2016 20:00 - 15.07.2016 20:15","56388","57523"
"15.07.2016 20:15 - 15.07.2016 20:30","55672","56503"
"15.07.2016 20:30 - 15.07.2016 20:45","54712","55595"
"15.07.2016 20:45 - 15.07.2016 21:00","54102","54815"
"15.07.2016 21:00 - 15.07.2016 21:15","53278","54319"
"15.07.2016 21:15 - 15.07.2016 21:30","52956","53929"
"15.07.2016 21:30 - 15.07.2016 21:45","52533","53768"
"15.07.2016 21:45 - 15.07.2016 22:00","52100","53475"
"15.07.2016 22:00 - 15.07.2016 22:15","51800","53159"
"15.07.2016 22:15 - 15.07.2016 22:30","51166","52404"
"15.07.2016 22:30 - 15.07.2016 22:45","50239","51644"
"15.07.2016 22:45 - 15.07.2016 23:00","49152","50616"
"15.07.2016 23:00 - 15.07.2016 23:15","47847","49801"
"15.07.2016 23:15 - 15.07.2016 23:30","46882","48885"
"15.07.2016 23:30 - 15.07.2016 23:45","46019","48023"
"15.07.2016 23:45 - 16.07.2016 00:00","45078","47174"
"16.07.2016 00:00 - 16.07.2016 00:15","43798","46274"
"16.07.2016 00:15 - 16.07.2016 00:30","43281","45497"
"16.07.2016 00:30 - 16.07.2016 00:45","42543","44837"
"16.07.2016 00:45 - 16.07.2016 01:00","41986","44555"
"16.07.2016 01:00 - 16.07.2016 01:15","41425","43792"
"16.07.2016 01:15 - 16.07.2016 01:30","41023","43349"
"16.07.2016 01:30 - 16.07.2016 01:45","40585","43022"
"16.07.2016 01:45 - 16.07.2016 02:00","40328","42630"
"16.07.2016 02:00 - 16.07.2016 02:15","39903","42190"
"16.07.2016 02:15 - 16.07.2016 02:30","39581","41960"
"16.07.2016 02:30 - 16.07.2016 02:45","39393","41748"
"16.07.2016 02:45 - 16.07.2016 03:00","39292","41615"
"16.07.2016 03:00 - 16.07.2016 03:15","39286","41510"
"16.07.2016 03:15 - 16.07.2016 03:30","39251","41353"
"16.07.2016 03:30 - 16.07.2016 03:45","39214","41464"
"16.07.2016 03:45 - 16.07.2016 04:00","39145","41225"
"16.07.2016 04:00 - 16.07.2016 04:15","39245","41553"
"16.07.2016 04:15 - 16.07.2016 04:30","39296","41549"
"16.07.2016 04:30 - 16.07.2016 04:45","39354","41687"
"16.07.2016 04:45 - 16.07.2016 05:00","39421","41619"
"16.07.2016 05:00 - 16.07.2016 05:15","39633","41349"
"16.07.2016 05:15 - 16.07.2016 05:30","39476","41342"
"16.07.2016 05:30 - 16.07.2016 05:45","39574","41014"
"16.07.2016 05:45 - 16.07.2016 06:00","39720","40991"
"16.07.2016 06:00 - 16.07.2016 06:15","40224","42156"
"16.07.2016 06:15 - 16.07.2016 06:30","40964","42654"
"16.07.2016 06:30 - 16.07.2016 06:45","41572","43323"
"16.07.2016 06:45 - 16.07.2016 07:00","42144","43935"
"16.07.2016 07:00 - 16.07.2016 07:15","43282","45119"
"16.07.2016 07:15 - 16.07.2016 07:30","44129","46068"
"16.07.2016 07:30 - 16.07.2016 07:45","45665","47065"
"16.07.2016 07:45 - 16.07.2016 08:00","46599","48226"
"16.07.2016 08:00 - 16.07.2016 08:15","47735","49242"
"16.07.2016 08:15 - 16.07.2016 08:30","48428","50012"
"16.07.2016 08:30 - 16.07.2016 08:45","49532","51041"
"16.07.2016 08:45 - 16.07.2016 09:00","50330","51991"
"16.07.2016 09:00 - 16.07.2016 09:15","51105","53131"
"16.07.2016 09:15 - 16.07.2016 09:30","52012","53673"
"16.07.2016 09:30 - 16.07.2016 09:45","52558","54466"
"16.07.2016 09:45 - 16.07.2016 10:00","52974","55026"
"16.07.2016 10:00 - 16.07.2016 10:15","53587","55588"
"16.07.2016 10:15 - 16.07.2016 10:30","53911","55944"
"16.07.2016 10:30 - 16.07.2016 10:45","54115","56135"
"16.07.2016 10:45 - 16.07.2016 11:00","54502","56679"
"16.07.2016 11:00 - 16.07.2016 11:15","54898","57043"
"16.07.2016 11:15 - 16.07.2016 11:30","55531","57124"
"16.07.2016 11:30 - 16.07.2016 11:45","55972","57186"
"16.07.2016 11:45 - 16.07.2016 12:00","55424","56881"
"16.07.2016 12:00 - 16.07.2016 12:15","55377","56451"
"16.07.2016 12:15 - 16.07.2016 12:30","55014","56025"
"16.07.2016 12:30 - 16.07.2016 12:45","54259","55405"
"16.07.2016 12:45 - 16.07.2016 13:00","54141","55177"
"16.07.2016 13:00 - 16.07.2016 13:15","53031","54646"
"16.07.2016 13:15 - 16.07.2016 13:30","52931","54255"
"16.07.2016 13:30 - 16.07.2016 13:45","52401","53987"
"16.07.2016 13:45 - 16.07.2016 14:00","51883","53176"
"16.07.2016 14:00 - 16.07.2016 14:15","51491","52927"
"16.07.2016 14:15 - 16.07.2016 14:30","50806","52654"
"16.07.2016 14:30 - 16.07.2016 14:45","50460","52518"
"16.07.2016 14:45 - 16.07.2016 15:00","50714","52032"
"16.07.2016 15:00 - 16.07.2016 15:15","50662","51698"
"16.07.2016 15:15 - 16.07.2016 15:30","49989","51813"
"16.07.2016 15:30 - 16.07.2016 15:45","49705","51769"
"16.07.2016 15:45 - 16.07.2016 16:00","49617","51337"
"16.07.2016 16:00 - 16.07.2016 16:15","49448","51302"
"16.07.2016 16:15 - 16.07.2016 16:30","49838","51234"
"16.07.2016 16:30 - 16.07.2016 16:45","49566","51080"
"16.07.2016 16:45 - 16.07.2016 17:00","49452","50894"
"16.07.2016 17:00 - 16.07.2016 17:15","49507","51168"
"16.07.2016 17:15 - 16.07.2016 17:30","49428","51386"
"16.07.2016 17:30 - 16.07.2016 17:45","49954","51537"
"16.07.2016 17:45 - 16.07.2016 18:00","50033","51362"
"16.07.2016 18:00 - 16.07.2016 18:15","50163","51612"
"16.07.2016 18:15 - 16.07.2016 18:30","50229","51298"
"16.07.2016 18:30 - 16.07.2016 18:45","50425","51388"
"16.07.2016 18:45 - 16.07.2016 19:00","50114","51221"
"16.07.2016 19:00 - 16.07.2016 19:15","50027","50981"
"16.07.2016 19:15 - 16.07.2016 19:30","49734","50685"
"16.07.2016 19:30 - 16.07.2016 19:45","49411","50336"
"16.07.2016 19:45 - 16.07.2016 20:00","48577","49973"
"16.07.2016 20:00 - 16.07.2016 20:15","48479","49179"
"16.07.2016 20:15 - 16.07.2016 20:30","47926","48528"
"16.07.2016 20:30 - 16.07.2016 20:45","46859","47782"
"16.07.2016 20:45 - 16.07.2016 21:00","46772","47559"
"16.07.2016 21:00 - 16.07.2016 21:15","46019","47188"
"16.07.2016 21:15 - 16.07.2016 21:30","45802","46966"
"16.07.2016 21:30 - 16.07.2016 21:45","45920","46983"
"16.07.2016 21:45 - 16.07.2016 22:00","46119","47005"
"16.07.2016 22:00 - 16.07.2016 22:15","46321","47296"
"16.07.2016 22:15 - 16.07.2016 22:30","45982","46861"
"16.07.2016 22:30 - 16.07.2016 22:45","45297","46085"
"16.07.2016 22:45 - 16.07.2016 23:00","44473","45330"
"16.07.2016 23:00 - 16.07.2016 23:15","43330","44459"
"16.07.2016 23:15 - 16.07.2016 23:30","42442","43827"
"16.07.2016 23:30 - 16.07.2016 23:45","41739","43150"
"16.07.2016 23:45 - 17.07.2016 00:00","41032","42425"
"17.07.2016 00:00 - 17.07.2016 00:15","39950","41203"
"17.07.2016 00:15 - 17.07.2016 00:30","39522","40687"
"17.07.2016 00:30 - 17.07.2016 00:45","38925","40211"
"17.07.2016 00:45 - 17.07.2016 01:00","38421","39801"
"17.07.2016 01:00 - 17.07.2016 01:15","37903","39119"
"17.07.2016 01:15 - 17.07.2016 01:30","37481","38734"
"17.07.2016 01:30 - 17.07.2016 01:45","37183","38224"
"17.07.2016 01:45 - 17.07.2016 02:00","36812","38103"
"17.07.2016 02:00 - 17.07.2016 02:15","36604","37627"
"17.07.2016 02:15 - 17.07.2016 02:30","36305","37382"
"17.07.2016 02:30 - 17.07.2016 02:45","36137","37253"
"17.07.2016 02:45 - 17.07.2016 03:00","36013","37166"
"17.07.2016 03:00 - 17.07.2016 03:15","35948","36937"
"17.07.2016 03:15 - 17.07.2016 03:30","35804","36838"
"17.07.2016 03:30 - 17.07.2016 03:45","35820","36851"
"17.07.2016 03:45 - 17.07.2016 04:00","35690","36915"
"17.07.2016 04:00 - 17.07.2016 04:15","35851","36911"
"17.07.2016 04:15 - 17.07.2016 04:30","35713","36942"
"17.07.2016 04:30 - 17.07.2016 04:45","35654","36975"
"17.07.2016 04:45 - 17.07.2016 05:00","35743","36905"
"17.07.2016 05:00 - 17.07.2016 05:15","35858","37030"
"17.07.2016 05:15 - 17.07.2016 05:30","35545","36616"
"17.07.2016 05:30 - 17.07.2016 05:45","35510","36741"
"17.07.2016 05:45 - 17.07.2016 06:00","35522","36739"
"17.07.2016 06:00 - 17.07.2016 06:15","35729","36892"
"17.07.2016 06:15 - 17.07.2016 06:30","35987","37166"
"17.07.2016 06:30 - 17.07.2016 06:45","36262","37610"
"17.07.2016 06:45 - 17.07.2016 07:00","36635","37932"
"17.07.2016 07:00 - 17.07.2016 07:15","37511","38869"
"17.07.2016 07:15 - 17.07.2016 07:30","38256","39382"
"17.07.2016 07:30 - 17.07.2016 07:45","39417","40347"
"17.07.2016 07:45 - 17.07.2016 08:00","40294","41125"
"17.07.2016 08:00 - 17.07.2016 08:15","41235","41709"
"17.07.2016 08:15 - 17.07.2016 08:30","41990","42855"
"17.07.2016 08:30 - 17.07.2016 08:45","42974","43691"
"17.07.2016 08:45 - 17.07.2016 09:00","43715","44473"
"17.07.2016 09:00 - 17.07.2016 09:15","44588","45427"
"17.07.2016 09:15 - 17.07.2016 09:30","45502","46252"
"17.07.2016 09:30 - 17.07.2016 09:45","46008","46917"
"17.07.2016 09:45 - 17.07.2016 10:00","46728","47570"
"17.07.2016 10:00 - 17.07.2016 10:15","47272","48028"
"17.07.2016 10:15 - 17.07.2016 10:30","47904","48719"
"17.07.2016 10:30 - 17.07.2016 10:45","48388","49400"
"17.07.2016 10:45 - 17.07.2016 11:00","48950","49879"
"17.07.2016 11:00 - 17.07.2016 11:15","49678","51048"
"17.07.2016 11:15 - 17.07.2016 11:30","50313","51571"
"17.07.2016 11:30 - 17.07.2016 11:45","50892","52031"
"17.07.2016 11:45 - 17.07.2016 12:00","50506","51955"
"17.07.2016 12:00 - 17.07.2016 12:15","50673","52163"
"17.07.2016 12:15 - 17.07.2016 12:30","50417","51531"
"17.07.2016 12:30 - 17.07.2016 12:45","49724","51266"
"17.07.2016 12:45 - 17.07.2016 13:00","49549","50790"
"17.07.2016 13:00 - 17.07.2016 13:15","48635","50255"
"17.07.2016 13:15 - 17.07.2016 13:30","48778","49749"
"17.07.2016 13:30 - 17.07.2016 13:45","48282","49086"
"17.07.2016 13:45 - 17.07.2016 14:00","47711","48662"
"17.07.2016 14:00 - 17.07.2016 14:15","47508","48648"
"17.07.2016 14:15 - 17.07.2016 14:30","46832","48268"
"17.07.2016 14:30 - 17.07.2016 14:45","46735","47879"
"17.07.2016 14:45 - 17.07.2016 15:00","46851","47713"
"17.07.2016 15:00 - 17.07.2016 15:15","46897","47367"
"17.07.2016 15:15 - 17.07.2016 15:30","46495","47399"
"17.07.2016 15:30 - 17.07.2016 15:45","46134","46922"
"17.07.2016 15:45 - 17.07.2016 16:00","46176","46866"
"17.07.2016 16:00 - 17.07.2016 16:15","46091","46783"
"17.07.2016 16:15 - 17.07.2016 16:30","46615","46563"
"17.07.2016 16:30 - 17.07.2016 16:45","46528","46551"
"17.07.2016 16:45 - 17.07.2016 17:00","46184","46562"
"17.07.2016 17:00 - 17.07.2016 17:15","46766","47111"
"17.07.2016 17:15 - 17.07.2016 17:30","46796","47224"
"17.07.2016 17:30 - 17.07.2016 17:45","47324","47425"
"17.07.2016 17:45 - 17.07.2016 18:00","47344","47792"
"17.07.2016 18:00 - 17.07.2016 18:15","47934","48439"
"17.07.2016 18:15 - 17.07.2016 18:30","48174","48555"
"17.07.2016 18:30 - 17.07.2016 18:45","48580","48657"
"17.07.2016 18:45 - 17.07.2016 19:00","48499","48444"
"17.07.2016 19:00 - 17.07.2016 19:15","48686","48686"
"17.07.2016 19:15 - 17.07.2016 19:30","48433","48641"
"17.07.2016 19:30 - 17.07.2016 19:45","48287","48543"
"17.07.2016 19:45 - 17.07.2016 20:00","47688","48364"
"17.07.2016 20:00 - 17.07.2016 20:15","48040","48411"
"17.07.2016 20:15 - 17.07.2016 20:30","47946","48127"
"17.07.2016 20:30 - 17.07.2016 20:45","47013","47741"
"17.07.2016 20:45 - 17.07.2016 21:00","46895","47299"
"17.07.2016 21:00 - 17.07.2016 21:15","46457","47190"
"17.07.2016 21:15 - 17.07.2016 21:30","46469","47347"
"17.07.2016 21:30 - 17.07.2016 21:45","46676","47811"
"17.07.2016 21:45 - 17.07.2016 22:00","47180","48371"
"17.07.2016 22:00 - 17.07.2016 22:15","47520","48983"
"17.07.2016 22:15 - 17.07.2016 22:30","47212","48677"
"17.07.2016 22:30 - 17.07.2016 22:45","46404","48035"
"17.07.2016 22:45 - 17.07.2016 23:00","45604","47295"
"17.07.2016 23:00 - 17.07.2016 23:15","44617","46270"
"17.07.2016 23:15 - 17.07.2016 23:30","43792","45560"
"17.07.2016 23:30 - 17.07.2016 23:45","42913","44915"
"17.07.2016 23:45 - 18.07.2016 00:00","42196","44203"
"18.07.2016 00:00 - 18.07.2016 00:15","41783","43386"
"18.07.2016 00:15 - 18.07.2016 00:30","41314","42769"
"18.07.2016 00:30 - 18.07.2016 00:45","41020","42365"
"18.07.2016 00:45 - 18.07.2016 01:00","40624","41904"
"18.07.2016 01:00 - 18.07.2016 01:15","40106","41513"
"18.07.2016 01:15 - 18.07.2016 01:30","39655","41342"
"18.07.2016 01:30 - 18.07.2016 01:45","39263","40978"
"18.07.2016 01:45 - 18.07.2016 02:00","39017","40751"
"18.07.2016 02:00 - 18.07.2016 02:15","38636","40382"
"18.07.2016 02:15 - 18.07.2016 02:30","38457","40484"
"18.07.2016 02:30 - 18.07.2016 02:45","38451","40323"
"18.07.2016 02:45 - 18.07.2016 03:00","38431","40322"
"18.07.2016 03:00 - 18.07.2016 03:15","38507","40423"
"18.07.2016 03:15 - 18.07.2016 03:30","38389","40551"
"18.07.2016 03:30 - 18.07.2016 03:45","38558","40637"
"18.07.2016 03:45 - 18.07.2016 04:00","38468","40750"
"18.07.2016 04:00 - 18.07.2016 04:15","39298","41107"
"18.07.2016 04:15 - 18.07.2016 04:30","39545","41537"
"18.07.2016 04:30 - 18.07.2016 04:45","40077","42081"
"18.07.2016 04:45 - 18.07.2016 05:00","40707","42701"
"18.07.2016 05:00 - 18.07.2016 05:15","42212","43774"
"18.07.2016 05:15 - 18.07.2016 05:30","42831","44369"
"18.07.2016 05:30 - 18.07.2016 05:45","43960","45553"
"18.07.2016 05:45 - 18.07.2016 06:00","45465","46961"
"18.07.2016 06:00 - 18.07.2016 06:15","48593","50615"
"18.07.2016 06:15 - 18.07.2016 06:30","50900","52668"
"18.07.2016 06:30 - 18.07.2016 06:45","52692","54189"
"18.07.2016 06:45 - 18.07.2016 07:00","54287","55866"
"18.07.2016 07:00 - 18.07.2016 07:15","56525","58055"
"18.07.2016 07:15 - 18.07.2016 07:30","57699","59394"
"18.07.2016 07:30 - 18.07.2016 07:45","58890","60581"
"18.07.2016 07:45 - 18.07.2016 08:00","60006","61558"
"18.07.2016 08:00 - 18.07.2016 08:15","61013","62910"
"18.07.2016 08:15 - 18.07.2016 08:30","61844","63764"
"18.07.2016 08:30 - 18.07.2016 08:45","62143","64321"
"18.07.2016 08:45 - 18.07.2016 09:00","62297","64512"
"18.07.2016 09:00 - 18.07.2016 09:15","62516","64473"
"18.07.2016 09:15 - 18.07.2016 09:30","63089","65060"
"18.07.2016 09:30 - 18.07.2016 09:45","63322","65508"
"18.07.2016 09:45 - 18.07.2016 10:00","63694","66097"
"18.07.2016 10:00 - 18.07.2016 10:15","64106","66589"
"18.07.2016 10:15 - 18.07.2016 10:30","64680","66842"
"18.07.2016 10:30 - 18.07.2016 10:45","65001","67613"
"18.07.2016 10:45 - 18.07.2016 11:00","65428","67925"
"18.07.2016 11:00 - 18.07.2016 11:15","65776","68238"
"18.07.2016 11:15 - 18.07.2016 11:30","66183","68526"
"18.07.2016 11:30 - 18.07.2016 11:45","66298","68862"
"18.07.2016 11:45 - 18.07.2016 12:00","66287","68744"
"18.07.2016 12:00 - 18.07.2016 12:15","64847","68209"
"18.07.2016 12:15 - 18.07.2016 12:30","64237","67784"
"18.07.2016 12:30 - 18.07.2016 12:45","64578","67650"
"18.07.2016 12:45 - 18.07.2016 13:00","64080","67576"
"18.07.2016 13:00 - 18.07.2016 13:15","65276","67711"
"18.07.2016 13:15 - 18.07.2016 13:30","64663","67455"
"18.07.2016 13:30 - 18.07.2016 13:45","64734","67036"
"18.07.2016 13:45 - 18.07.2016 14:00","64917","66537"
"18.07.2016 14:00 - 18.07.2016 14:15","64565","66144"
"18.07.2016 14:15 - 18.07.2016 14:30","63937","66367"
"18.07.2016 14:30 - 18.07.2016 14:45","63158","66172"
"18.07.2016 14:45 - 18.07.2016 15:00","63387","65783"
"18.07.2016 15:00 - 18.07.2016 15:15","63327","65944"
"18.07.2016 15:15 - 18.07.2016 15:30","63121","65332"
"18.07.2016 15:30 - 18.07.2016 15:45","62723","65042"
"18.07.2016 15:45 - 18.07.2016 16:00","62345","64255"
"18.07.2016 16:00 - 18.07.2016 16:15","61318","64159"
"18.07.2016 16:15 - 18.07.2016 16:30","60947","63548"
"18.07.2016 16:30 - 18.07.2016 16:45","59940","63134"
"18.07.2016 16:45 - 18.07.2016 17:00","60773","62853"
"18.07.2016 17:00 - 18.07.2016 17:15","60525","62716"
"18.07.2016 17:15 - 18.07.2016 17:30","60476","62571"
"18.07.2016 17:30 - 18.07.2016 17:45","60045","62647"
"18.07.2016 17:45 - 18.07.2016 18:00","60501","62439"
"18.07.2016 18:00 - 18.07.2016 18:15","60178","62297"
"18.07.2016 18:15 - 18.07.2016 18:30","59973","61926"
"18.07.2016 18:30 - 18.07.2016 18:45","60281","61998"
"18.07.2016 18:45 - 18.07.2016 19:00","60331","61949"
"18.07.2016 19:00 - 18.07.2016 19:15","59530","61633"
"18.07.2016 19:15 - 18.07.2016 19:30","59130","61298"
"18.07.2016 19:30 - 18.07.2016 19:45","58871","60844"
"18.07.2016 19:45 - 18.07.2016 20:00","58974","60453"
"18.07.2016 20:00 - 18.07.2016 20:15","58144","59596"
"18.07.2016 20:15 - 18.07.2016 20:30","56956","58669"
"18.07.2016 20:30 - 18.07.2016 20:45","56484","57841"
"18.07.2016 20:45 - 18.07.2016 21:00","55526","56973"
"18.07.2016 21:00 - 18.07.2016 21:15","55553","56529"
"18.07.2016 21:15 - 18.07.2016 21:30","54876","56136"
"18.07.2016 21:30 - 18.07.2016 21:45","54843","55804"
"18.07.2016 21:45 - 18.07.2016 22:00","53379","55447"
"18.07.2016 22:00 - 18.07.2016 22:15","53076","55479"
"18.07.2016 22:15 - 18.07.2016 22:30","52111","54707"
"18.07.2016 22:30 - 18.07.2016 22:45","50945","53520"
"18.07.2016 22:45 - 18.07.2016 23:00","50021","52467"
"18.07.2016 23:00 - 18.07.2016 23:15","49082","50960"
"18.07.2016 23:15 - 18.07.2016 23:30","48037","49906"
"18.07.2016 23:30 - 18.07.2016 23:45","47221","49053"
"18.07.2016 23:45 - 19.07.2016 00:00","46506","48229"
"19.07.2016 00:00 - 19.07.2016 00:15","45323","47394"
"19.07.2016 00:15 - 19.07.2016 00:30","44733","46736"
"19.07.2016 00:30 - 19.07.2016 00:45","44368","46357"
"19.07.2016 00:45 - 19.07.2016 01:00","44032","45875"
"19.07.2016 01:00 - 19.07.2016 01:15","43454","45038"
"19.07.2016 01:15 - 19.07.2016 01:30","42964","44534"
"19.07.2016 01:30 - 19.07.2016 01:45","42496","44321"
"19.07.2016 01:45 - 19.07.2016 02:00","42282","43990"
"19.07.2016 02:00 - 19.07.2016 02:15","41979","43820"
"19.07.2016 02:15 - 19.07.2016 02:30","41736","43602"
"19.07.2016 02:30 - 19.07.2016 02:45","41725","43641"
"19.07.2016 02:45 - 19.07.2016 03:00","41761","43658"
"19.07.2016 03:00 - 19.07.2016 03:15","42063","43760"
"19.07.2016 03:15 - 19.07.2016 03:30","41990","43866"
"19.07.2016 03:30 - 19.07.2016 03:45","42024","44007"
"19.07.2016 03:45 - 19.07.2016 04:00","42033","43878"
"19.07.2016 04:00 - 19.07.2016 04:15","42487","44025"
"19.07.2016 04:15 - 19.07.2016 04:30","42770","44122"
"19.07.2016 04:30 - 19.07.2016 04:45","42988","44381"
"19.07.2016 04:45 - 19.07.2016 05:00","43452","45024"
"19.07.2016 05:00 - 19.07.2016 05:15","44624","46240"
"19.07.2016 05:15 - 19.07.2016 05:30","45107","47200"
"19.07.2016 05:30 - 19.07.2016 05:45","45960","48020"
"19.07.2016 05:45 - 19.07.2016 06:00","47239","49334"
"19.07.2016 06:00 - 19.07.2016 06:15","49935","52010"
"19.07.2016 06:15 - 19.07.2016 06:30","52150","53702"
"19.07.2016 06:30 - 19.07.2016 06:45","53657","55252"
"19.07.2016 06:45 - 19.07.2016 07:00","55058","56826"
"19.07.2016 07:00 - 19.07.2016 07:15","57052","58834"
"19.07.2016 07:15 - 19.07.2016 07:30","58747","60333"
"19.07.2016 07:30 - 19.07.2016 07:45","59901","61565"
