"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"26.03.2017 05:45 - 26.03.2017 06:00","39952","40924"
"26.03.2017 06:00 - 26.03.2017 06:15","39495","40539"
"26.03.2017 06:15 - 26.03.2017 06:30","39597","40628"
"26.03.2017 06:30 - 26.03.2017 06:45","40124","40770"
"26.03.2017 06:45 - 26.03.2017 07:00","40839","40986"
"26.03.2017 07:00 - 26.03.2017 07:15","40629","40905"
"26.03.2017 07:15 - 26.03.2017 07:30","41151","40889"
"26.03.2017 07:30 - 26.03.2017 07:45","41780","41277"
"26.03.2017 07:45 - 26.03.2017 08:00","42471","41803"
"26.03.2017 08:00 - 26.03.2017 08:15","43617","42937"
"26.03.2017 08:15 - 26.03.2017 08:30","44594","43716"
"26.03.2017 08:30 - 26.03.2017 08:45","45532","44551"
"26.03.2017 08:45 - 26.03.2017 09:00","46136","45476"
"26.03.2017 09:00 - 26.03.2017 09:15","47157","46374"
"26.03.2017 09:15 - 26.03.2017 09:30","48160","47427"
"26.03.2017 09:30 - 26.03.2017 09:45","48882","48336"
"26.03.2017 09:45 - 26.03.2017 10:00","49800","48960"
"26.03.2017 10:00 - 26.03.2017 10:15","50179","49479"
"26.03.2017 10:15 - 26.03.2017 10:30","51047","50213"
"26.03.2017 10:30 - 26.03.2017 10:45","51315","50664"
"26.03.2017 10:45 - 26.03.2017 11:00","52400","51305"
"26.03.2017 11:00 - 26.03.2017 11:15","52799","52267"
"26.03.2017 11:15 - 26.03.2017 11:30","53790","53012"
"26.03.2017 11:30 - 26.03.2017 11:45","54405","53411"
"26.03.2017 11:45 - 26.03.2017 12:00","53783","53623"
"26.03.2017 12:00 - 26.03.2017 12:15","54049","53369"
"26.03.2017 12:15 - 26.03.2017 12:30","53915","53066"
"26.03.2017 12:30 - 26.03.2017 12:45","52973","52532"
"26.03.2017 12:45 - 26.03.2017 13:00","52911","51767"
"26.03.2017 13:00 - 26.03.2017 13:15","52308","51283"
"26.03.2017 13:15 - 26.03.2017 13:30","51834","50631"
"26.03.2017 13:30 - 26.03.2017 13:45","51726","49938"
"26.03.2017 13:45 - 26.03.2017 14:00","50830","49251"
"26.03.2017 14:00 - 26.03.2017 14:15","50537","48497"
"26.03.2017 14:15 - 26.03.2017 14:30","49681","47982"
"26.03.2017 14:30 - 26.03.2017 14:45","49740","47798"
"26.03.2017 14:45 - 26.03.2017 15:00","49769","47564"
"26.03.2017 15:00 - 26.03.2017 15:15","49981","47009"
"26.03.2017 15:15 - 26.03.2017 15:30","49432","46805"
"26.03.2017 15:30 - 26.03.2017 15:45","48916","46431"
"26.03.2017 15:45 - 26.03.2017 16:00","48767","46246"
"26.03.2017 16:00 - 26.03.2017 16:15","48505","46430"
"26.03.2017 16:15 - 26.03.2017 16:30","49561","46211"
"26.03.2017 16:30 - 26.03.2017 16:45","49561","46257"
"26.03.2017 16:45 - 26.03.2017 17:00","49237","46289"
"26.03.2017 17:00 - 26.03.2017 17:15","50099","46908"
"26.03.2017 17:15 - 26.03.2017 17:30","49998","47338"
"26.03.2017 17:30 - 26.03.2017 17:45","50620","47491"
"26.03.2017 17:45 - 26.03.2017 18:00","50935","48250"
"26.03.2017 18:00 - 26.03.2017 18:15","51350","49180"
"26.03.2017 18:15 - 26.03.2017 18:30","51235","49702"
"26.03.2017 18:30 - 26.03.2017 18:45","52145","50260"
"26.03.2017 18:45 - 26.03.2017 19:00","51804","50819"
"26.03.2017 19:00 - 26.03.2017 19:15","51917","51200"
"26.03.2017 19:15 - 26.03.2017 19:30","52269","51397"
"26.03.2017 19:30 - 26.03.2017 19:45","52486","52287"
"26.03.2017 19:45 - 26.03.2017 20:00","53063","52950"
"26.03.2017 20:00 - 26.03.2017 20:15","53658","54193"
"26.03.2017 20:15 - 26.03.2017 20:30","53193","53892"
"26.03.2017 20:30 - 26.03.2017 20:45","51776","53354"
"26.03.2017 20:45 - 26.03.2017 21:00","51535","52502"
"26.03.2017 21:00 - 26.03.2017 21:15","51375","52057"
"26.03.2017 21:15 - 26.03.2017 21:30","51024","51536"
"26.03.2017 21:30 - 26.03.2017 21:45","50995","51184"
"26.03.2017 21:45 - 26.03.2017 22:00","51294","51253"
"26.03.2017 22:00 - 26.03.2017 22:15","51583","51925"
"26.03.2017 22:15 - 26.03.2017 22:30","50888","51464"
"26.03.2017 22:30 - 26.03.2017 22:45","50141","50646"
"26.03.2017 22:45 - 26.03.2017 23:00","48769","49829"
"26.03.2017 23:00 - 26.03.2017 23:15","47341","49028"
"26.03.2017 23:15 - 26.03.2017 23:30","46927","47873"
"26.03.2017 23:30 - 26.03.2017 23:45","45854","47130"
"26.03.2017 23:45 - 27.03.2017 00:00","45133","46198"
"27.03.2017 00:00 - 27.03.2017 00:15","44170","46062"
"27.03.2017 00:15 - 27.03.2017 00:30","43381","45247"
"27.03.2017 00:30 - 27.03.2017 00:45","42946","44616"
"27.03.2017 00:45 - 27.03.2017 01:00","42366","44270"
"27.03.2017 01:00 - 27.03.2017 01:15","41979","43771"
"27.03.2017 01:15 - 27.03.2017 01:30","41502","43545"
"27.03.2017 01:30 - 27.03.2017 01:45","41248","43245"
"27.03.2017 01:45 - 27.03.2017 02:00","41357","43285"
"27.03.2017 02:00 - 27.03.2017 02:15","41195","43204"
"27.03.2017 02:15 - 27.03.2017 02:30","41048","43285"
"27.03.2017 02:30 - 27.03.2017 02:45","41129","43350"
"27.03.2017 02:45 - 27.03.2017 03:00","41303","43779"
"27.03.2017 03:00 - 27.03.2017 03:15","41823","44297"
"27.03.2017 03:15 - 27.03.2017 03:30","41870","44509"
"27.03.2017 03:30 - 27.03.2017 03:45","42368","44997"
"27.03.2017 03:45 - 27.03.2017 04:00","42534","45126"
"27.03.2017 04:00 - 27.03.2017 04:15","43309","45905"
"27.03.2017 04:15 - 27.03.2017 04:30","43776","46513"
"27.03.2017 04:30 - 27.03.2017 04:45","44425","47073"
"27.03.2017 04:45 - 27.03.2017 05:00","45226","47832"
"27.03.2017 05:00 - 27.03.2017 05:15","47021","49083"
"27.03.2017 05:15 - 27.03.2017 05:30","47765","49665"
"27.03.2017 05:30 - 27.03.2017 05:45","49248","51159"
"27.03.2017 05:45 - 27.03.2017 06:00","50990","52835"
"27.03.2017 06:00 - 27.03.2017 06:15","53881","56468"
"27.03.2017 06:15 - 27.03.2017 06:30","55942","59148"
"27.03.2017 06:30 - 27.03.2017 06:45","57813","61198"
"27.03.2017 06:45 - 27.03.2017 07:00","59288","62807"
"27.03.2017 07:00 - 27.03.2017 07:15","60900","64405"
"27.03.2017 07:15 - 27.03.2017 07:30","61676","65066"
"27.03.2017 07:30 - 27.03.2017 07:45","62628","65550"
"27.03.2017 07:45 - 27.03.2017 08:00","63187","66042"
"27.03.2017 08:00 - 27.03.2017 08:15","64379","67319"
"27.03.2017 08:15 - 27.03.2017 08:30","64890","67478"
"27.03.2017 08:30 - 27.03.2017 08:45","65341","67666"
"27.03.2017 08:45 - 27.03.2017 09:00","65665","67642"
"27.03.2017 09:00 - 27.03.2017 09:15","65545","67469"
"27.03.2017 09:15 - 27.03.2017 09:30","65969","67705"
"27.03.2017 09:30 - 27.03.2017 09:45","66090","68017"
"27.03.2017 09:45 - 27.03.2017 10:00","66548","68438"
"27.03.2017 10:00 - 27.03.2017 10:15","66619","68767"
"27.03.2017 10:15 - 27.03.2017 10:30","66661","68973"
"27.03.2017 10:30 - 27.03.2017 10:45","67231","69263"
"27.03.2017 10:45 - 27.03.2017 11:00","67466","69577"
"27.03.2017 11:00 - 27.03.2017 11:15","67129","69288"
"27.03.2017 11:15 - 27.03.2017 11:30","67168","69662"
"27.03.2017 11:30 - 27.03.2017 11:45","67839","69721"
"27.03.2017 11:45 - 27.03.2017 12:00","67263","69798"
"27.03.2017 12:00 - 27.03.2017 12:15","67522","69459"
"27.03.2017 12:15 - 27.03.2017 12:30","67080","69061"
"27.03.2017 12:30 - 27.03.2017 12:45","66722","68860"
"27.03.2017 12:45 - 27.03.2017 13:00","66813","69052"
"27.03.2017 13:00 - 27.03.2017 13:15","67259","69276"
"27.03.2017 13:15 - 27.03.2017 13:30","66659","68826"
"27.03.2017 13:30 - 27.03.2017 13:45","65590","68301"
"27.03.2017 13:45 - 27.03.2017 14:00","65521","67440"
"27.03.2017 14:00 - 27.03.2017 14:15","64499","67111"
"27.03.2017 14:15 - 27.03.2017 14:30","64926","67040"
"27.03.2017 14:30 - 27.03.2017 14:45","64653","66524"
"27.03.2017 14:45 - 27.03.2017 15:00","64348","66139"
"27.03.2017 15:00 - 27.03.2017 15:15","64167","65845"
"27.03.2017 15:15 - 27.03.2017 15:30","63664","65246"
"27.03.2017 15:30 - 27.03.2017 15:45","62420","64695"
"27.03.2017 15:45 - 27.03.2017 16:00","63376","63986"
"27.03.2017 16:00 - 27.03.2017 16:15","62999","63915"
"27.03.2017 16:15 - 27.03.2017 16:30","62811","63488"
"27.03.2017 16:30 - 27.03.2017 16:45","62190","63093"
"27.03.2017 16:45 - 27.03.2017 17:00","62693","62998"
"27.03.2017 17:00 - 27.03.2017 17:15","62124","62916"
"27.03.2017 17:15 - 27.03.2017 17:30","62151","62849"
"27.03.2017 17:30 - 27.03.2017 17:45","62479","62999"
"27.03.2017 17:45 - 27.03.2017 18:00","62782","62962"
"27.03.2017 18:00 - 27.03.2017 18:15","62596","62776"
"27.03.2017 18:15 - 27.03.2017 18:30","62474","62842"
"27.03.2017 18:30 - 27.03.2017 18:45","63260","63278"
"27.03.2017 18:45 - 27.03.2017 19:00","64102","63618"
"27.03.2017 19:00 - 27.03.2017 19:15","64071","63768"
"27.03.2017 19:15 - 27.03.2017 19:30","64014","64027"
"27.03.2017 19:30 - 27.03.2017 19:45","63829","64342"
"27.03.2017 19:45 - 27.03.2017 20:00","63204","65242"
"27.03.2017 20:00 - 27.03.2017 20:15","63239","65872"
"27.03.2017 20:15 - 27.03.2017 20:30","62917","65854"
"27.03.2017 20:30 - 27.03.2017 20:45","62038","65365"
"27.03.2017 20:45 - 27.03.2017 21:00","60153","64345"
"27.03.2017 21:00 - 27.03.2017 21:15","59347","63328"
"27.03.2017 21:15 - 27.03.2017 21:30","58249","62481"
"27.03.2017 21:30 - 27.03.2017 21:45","57353","61579"
"27.03.2017 21:45 - 27.03.2017 22:00","56587","60568"
"27.03.2017 22:00 - 27.03.2017 22:15","56314","60113"
"27.03.2017 22:15 - 27.03.2017 22:30","55297","59352"
"27.03.2017 22:30 - 27.03.2017 22:45","53946","58185"
"27.03.2017 22:45 - 27.03.2017 23:00","52893","56665"
"27.03.2017 23:00 - 27.03.2017 23:15","52091","55346"
"27.03.2017 23:15 - 27.03.2017 23:30","51109","54325"
"27.03.2017 23:30 - 27.03.2017 23:45","50311","53220"
"27.03.2017 23:45 - 28.03.2017 00:00","49436","52185"
"28.03.2017 00:00 - 28.03.2017 00:15","48558","50734"
"28.03.2017 00:15 - 28.03.2017 00:30","47931","50025"
"28.03.2017 00:30 - 28.03.2017 00:45","47199","49183"
"28.03.2017 00:45 - 28.03.2017 01:00","46617","48669"
"28.03.2017 01:00 - 28.03.2017 01:15","46139","48296"
"28.03.2017 01:15 - 28.03.2017 01:30","45827","47681"
"28.03.2017 01:30 - 28.03.2017 01:45","45487","47446"
"28.03.2017 01:45 - 28.03.2017 02:00","45449","47103"
"28.03.2017 02:00 - 28.03.2017 02:15","45066","46485"
"28.03.2017 02:15 - 28.03.2017 02:30","44898","46479"
"28.03.2017 02:30 - 28.03.2017 02:45","44902","46700"
"28.03.2017 02:45 - 28.03.2017 03:00","45097","46913"
"28.03.2017 03:00 - 28.03.2017 03:15","45396","47350"
"28.03.2017 03:15 - 28.03.2017 03:30","45375","47340"
"28.03.2017 03:30 - 28.03.2017 03:45","45653","47712"
"28.03.2017 03:45 - 28.03.2017 04:00","45882","47619"
"28.03.2017 04:00 - 28.03.2017 04:15","46493","48229"
"28.03.2017 04:15 - 28.03.2017 04:30","46778","48774"
"28.03.2017 04:30 - 28.03.2017 04:45","47366","49280"
"28.03.2017 04:45 - 28.03.2017 05:00","48003","49690"
"28.03.2017 05:00 - 28.03.2017 05:15","49250","51260"
"28.03.2017 05:15 - 28.03.2017 05:30","50212","52176"
"28.03.2017 05:30 - 28.03.2017 05:45","51521","53727"
"28.03.2017 05:45 - 28.03.2017 06:00","52777","55238"
"28.03.2017 06:00 - 28.03.2017 06:15","55789","58336"
"28.03.2017 06:15 - 28.03.2017 06:30","57810","60860"
"28.03.2017 06:30 - 28.03.2017 06:45","59522","62747"
"28.03.2017 06:45 - 28.03.2017 07:00","60857","63856"
"28.03.2017 07:00 - 28.03.2017 07:15","62292","65123"
"28.03.2017 07:15 - 28.03.2017 07:30","62588","65869"
"28.03.2017 07:30 - 28.03.2017 07:45","63041","66606"
"28.03.2017 07:45 - 28.03.2017 08:00","63957","67286"
"28.03.2017 08:00 - 28.03.2017 08:15","64948","67943"
"28.03.2017 08:15 - 28.03.2017 08:30","65441","68177"
"28.03.2017 08:30 - 28.03.2017 08:45","65838","68143"
"28.03.2017 08:45 - 28.03.2017 09:00","66009","68613"
"28.03.2017 09:00 - 28.03.2017 09:15","65965","67969"
"28.03.2017 09:15 - 28.03.2017 09:30","66295","68125"
"28.03.2017 09:30 - 28.03.2017 09:45","66582","68429"
"28.03.2017 09:45 - 28.03.2017 10:00","66890","68696"
"28.03.2017 10:00 - 28.03.2017 10:15","67158","68956"
"28.03.2017 10:15 - 28.03.2017 10:30","67160","69095"
"28.03.2017 10:30 - 28.03.2017 10:45","67574","69445"
"28.03.2017 10:45 - 28.03.2017 11:00","67777","69581"
"28.03.2017 11:00 - 28.03.2017 11:15","67999","69885"
"28.03.2017 11:15 - 28.03.2017 11:30","68535","69847"
"28.03.2017 11:30 - 28.03.2017 11:45","69044","70031"
"28.03.2017 11:45 - 28.03.2017 12:00","68414","69960"
"28.03.2017 12:00 - 28.03.2017 12:15","68512","69480"
"28.03.2017 12:15 - 28.03.2017 12:30","68222","69046"
"28.03.2017 12:30 - 28.03.2017 12:45","68000","69059"
"28.03.2017 12:45 - 28.03.2017 13:00","67914","68640"
"28.03.2017 13:00 - 28.03.2017 13:15","67941","68650"
"28.03.2017 13:15 - 28.03.2017 13:30","67663","68534"
"28.03.2017 13:30 - 28.03.2017 13:45","66939","67832"
"28.03.2017 13:45 - 28.03.2017 14:00","66638","66888"
"28.03.2017 14:00 - 28.03.2017 14:15","66110","66913"
"28.03.2017 14:15 - 28.03.2017 14:30","65825","66827"
"28.03.2017 14:30 - 28.03.2017 14:45","65525","66630"
"28.03.2017 14:45 - 28.03.2017 15:00","65809","66206"
"28.03.2017 15:00 - 28.03.2017 15:15","65885","66083"
"28.03.2017 15:15 - 28.03.2017 15:30","64812","65645"
"28.03.2017 15:30 - 28.03.2017 15:45","64596","65076"
"28.03.2017 15:45 - 28.03.2017 16:00","63980","64475"
"28.03.2017 16:00 - 28.03.2017 16:15","63898","64190"
"28.03.2017 16:15 - 28.03.2017 16:30","64118","63756"
"28.03.2017 16:30 - 28.03.2017 16:45","64083","63328"
"28.03.2017 16:45 - 28.03.2017 17:00","63583","63090"
"28.03.2017 17:00 - 28.03.2017 17:15","63111","62996"
"28.03.2017 17:15 - 28.03.2017 17:30","63559","63222"
"28.03.2017 17:30 - 28.03.2017 17:45","63791","63477"
"28.03.2017 17:45 - 28.03.2017 18:00","63863","63553"
"28.03.2017 18:00 - 28.03.2017 18:15","64029","63457"
"28.03.2017 18:15 - 28.03.2017 18:30","63998","63621"
"28.03.2017 18:30 - 28.03.2017 18:45","64845","63956"
"28.03.2017 18:45 - 28.03.2017 19:00","65491","64259"
"28.03.2017 19:00 - 28.03.2017 19:15","65798","64309"
"28.03.2017 19:15 - 28.03.2017 19:30","66110","64391"
"28.03.2017 19:30 - 28.03.2017 19:45","65951","64685"
"28.03.2017 19:45 - 28.03.2017 20:00","65488","65472"
"28.03.2017 20:00 - 28.03.2017 20:15","65138","65862"
"28.03.2017 20:15 - 28.03.2017 20:30","64600","65885"
"28.03.2017 20:30 - 28.03.2017 20:45","63137","64975"
"28.03.2017 20:45 - 28.03.2017 21:00","61779","63829"
"28.03.2017 21:00 - 28.03.2017 21:15","60556","63006"
"28.03.2017 21:15 - 28.03.2017 21:30","59887","62020"
"28.03.2017 21:30 - 28.03.2017 21:45","58959","60751"
"28.03.2017 21:45 - 28.03.2017 22:00","58313","59589"
"28.03.2017 22:00 - 28.03.2017 22:15","58034","58922"
"28.03.2017 22:15 - 28.03.2017 22:30","57023","58247"
"28.03.2017 22:30 - 28.03.2017 22:45","55741","56975"
"28.03.2017 22:45 - 28.03.2017 23:00","54434","55574"
"28.03.2017 23:00 - 28.03.2017 23:15","53370","54500"
"28.03.2017 23:15 - 28.03.2017 23:30","52167","53722"
"28.03.2017 23:30 - 28.03.2017 23:45","51094","52664"
"28.03.2017 23:45 - 29.03.2017 00:00","50280","51824"
"29.03.2017 00:00 - 29.03.2017 00:15","48485","50060"
"29.03.2017 00:15 - 29.03.2017 00:30","47935","49496"
"29.03.2017 00:30 - 29.03.2017 00:45","47313","48918"
"29.03.2017 00:45 - 29.03.2017 01:00","46706","48553"
"29.03.2017 01:00 - 29.03.2017 01:15","46203","48007"
"29.03.2017 01:15 - 29.03.2017 01:30","45872","47601"
"29.03.2017 01:30 - 29.03.2017 01:45","45497","47276"
"29.03.2017 01:45 - 29.03.2017 02:00","45441","47045"
"29.03.2017 02:00 - 29.03.2017 02:15","44949","46537"
"29.03.2017 02:15 - 29.03.2017 02:30","44686","46480"
"29.03.2017 02:30 - 29.03.2017 02:45","44874","46296"
"29.03.2017 02:45 - 29.03.2017 03:00","44993","46638"
"29.03.2017 03:00 - 29.03.2017 03:15","45114","46667"
"29.03.2017 03:15 - 29.03.2017 03:30","45108","46974"
"29.03.2017 03:30 - 29.03.2017 03:45","45385","47145"
"29.03.2017 03:45 - 29.03.2017 04:00","45494","47133"
"29.03.2017 04:00 - 29.03.2017 04:15","46008","47547"
"29.03.2017 04:15 - 29.03.2017 04:30","46183","47837"
"29.03.2017 04:30 - 29.03.2017 04:45","46804","48396"
"29.03.2017 04:45 - 29.03.2017 05:00","47336","49107"
"29.03.2017 05:00 - 29.03.2017 05:15","48613","50790"
"29.03.2017 05:15 - 29.03.2017 05:30","49039","51508"
"29.03.2017 05:30 - 29.03.2017 05:45","50353","52876"
"29.03.2017 05:45 - 29.03.2017 06:00","51664","54740"
"29.03.2017 06:00 - 29.03.2017 06:15","54379","58570"
"29.03.2017 06:15 - 29.03.2017 06:30","56480","60968"
"29.03.2017 06:30 - 29.03.2017 06:45","58354","62802"
"29.03.2017 06:45 - 29.03.2017 07:00","59442","64307"
"29.03.2017 07:00 - 29.03.2017 07:15","61233","65707"
"29.03.2017 07:15 - 29.03.2017 07:30","62533","66544"
"29.03.2017 07:30 - 29.03.2017 07:45","63326","67316"
"29.03.2017 07:45 - 29.03.2017 08:00","64217","68187"
"29.03.2017 08:00 - 29.03.2017 08:15","64831","69132"
"29.03.2017 08:15 - 29.03.2017 08:30","65543","69545"
"29.03.2017 08:30 - 29.03.2017 08:45","65845","69553"
"29.03.2017 08:45 - 29.03.2017 09:00","65963","69403"
"29.03.2017 09:00 - 29.03.2017 09:15","65635","68930"
"29.03.2017 09:15 - 29.03.2017 09:30","66192","68879"
"29.03.2017 09:30 - 29.03.2017 09:45","66739","69288"
"29.03.2017 09:45 - 29.03.2017 10:00","66862","69312"
"29.03.2017 10:00 - 29.03.2017 10:15","67194","69474"
"29.03.2017 10:15 - 29.03.2017 10:30","67654","69739"
"29.03.2017 10:30 - 29.03.2017 10:45","68082","69956"
"29.03.2017 10:45 - 29.03.2017 11:00","68398","70352"
"29.03.2017 11:00 - 29.03.2017 11:15","68839","70235"
"29.03.2017 11:15 - 29.03.2017 11:30","69090","70327"
"29.03.2017 11:30 - 29.03.2017 11:45","69375","70426"
"29.03.2017 11:45 - 29.03.2017 12:00","68881","70694"
"29.03.2017 12:00 - 29.03.2017 12:15","68784","70722"
"29.03.2017 12:15 - 29.03.2017 12:30","68745","70516"
"29.03.2017 12:30 - 29.03.2017 12:45","68271","70586"
"29.03.2017 12:45 - 29.03.2017 13:00","68290","70642"
"29.03.2017 13:00 - 29.03.2017 13:15","68488","70402"
"29.03.2017 13:15 - 29.03.2017 13:30","68319","69742"
"29.03.2017 13:30 - 29.03.2017 13:45","67790","69129"
"29.03.2017 13:45 - 29.03.2017 14:00","67126","68325"
"29.03.2017 14:00 - 29.03.2017 14:15","66453","68144"
"29.03.2017 14:15 - 29.03.2017 14:30","66164","67746"
"29.03.2017 14:30 - 29.03.2017 14:45","65637","67602"
"29.03.2017 14:45 - 29.03.2017 15:00","65904","67219"
"29.03.2017 15:00 - 29.03.2017 15:15","66124","66725"
"29.03.2017 15:15 - 29.03.2017 15:30","65133","66370"
"29.03.2017 15:30 - 29.03.2017 15:45","64673","66251"
"29.03.2017 15:45 - 29.03.2017 16:00","63768","65794"
"29.03.2017 16:00 - 29.03.2017 16:15","63801","65659"
"29.03.2017 16:15 - 29.03.2017 16:30","63717","65052"
"29.03.2017 16:30 - 29.03.2017 16:45","63307","64639"
"29.03.2017 16:45 - 29.03.2017 17:00","62915","64423"
"29.03.2017 17:00 - 29.03.2017 17:15","62791","64553"
"29.03.2017 17:15 - 29.03.2017 17:30","62469","64744"
"29.03.2017 17:30 - 29.03.2017 17:45","62795","65004"
"29.03.2017 17:45 - 29.03.2017 18:00","62773","65185"
"29.03.2017 18:00 - 29.03.2017 18:15","62758","65184"
"29.03.2017 18:15 - 29.03.2017 18:30","62751","64934"
"29.03.2017 18:30 - 29.03.2017 18:45","63233","65111"
"29.03.2017 18:45 - 29.03.2017 19:00","63481","65447"
"29.03.2017 19:00 - 29.03.2017 19:15","64089","65453"
"29.03.2017 19:15 - 29.03.2017 19:30","64089","65200"
"29.03.2017 19:30 - 29.03.2017 19:45","64248","65308"
"29.03.2017 19:45 - 29.03.2017 20:00","64218","65696"
"29.03.2017 20:00 - 29.03.2017 20:15","63817","65760"
"29.03.2017 20:15 - 29.03.2017 20:30","63298","65294"
"29.03.2017 20:30 - 29.03.2017 20:45","62250","64325"
"29.03.2017 20:45 - 29.03.2017 21:00","61246","63318"
"29.03.2017 21:00 - 29.03.2017 21:15","60178","62129"
"29.03.2017 21:15 - 29.03.2017 21:30","59512","61339"
"29.03.2017 21:30 - 29.03.2017 21:45","58534","60142"
"29.03.2017 21:45 - 29.03.2017 22:00","57873","59025"
"29.03.2017 22:00 - 29.03.2017 22:15","57484","58439"
"29.03.2017 22:15 - 29.03.2017 22:30","56719","57647"
"29.03.2017 22:30 - 29.03.2017 22:45","55369","56548"
"29.03.2017 22:45 - 29.03.2017 23:00","54033","55115"
"29.03.2017 23:00 - 29.03.2017 23:15","52579","53684"
"29.03.2017 23:15 - 29.03.2017 23:30","51366","52945"
"29.03.2017 23:30 - 29.03.2017 23:45","50356","51951"
"29.03.2017 23:45 - 30.03.2017 00:00","49688","51176"
"30.03.2017 00:00 - 30.03.2017 00:15","47957","49917"
"30.03.2017 00:15 - 30.03.2017 00:30","47283","49298"
"30.03.2017 00:30 - 30.03.2017 00:45","46786","48796"
"30.03.2017 00:45 - 30.03.2017 01:00","46294","48180"
"30.03.2017 01:00 - 30.03.2017 01:15","45764","47380"
"30.03.2017 01:15 - 30.03.2017 01:30","45235","47220"
"30.03.2017 01:30 - 30.03.2017 01:45","44950","46893"
"30.03.2017 01:45 - 30.03.2017 02:00","44792","46490"
"30.03.2017 02:00 - 30.03.2017 02:15","44446","46073"
"30.03.2017 02:15 - 30.03.2017 02:30","44290","45688"
"30.03.2017 02:30 - 30.03.2017 02:45","44405","45989"
"30.03.2017 02:45 - 30.03.2017 03:00","44451","46097"
"30.03.2017 03:00 - 30.03.2017 03:15","44589","46202"
"30.03.2017 03:15 - 30.03.2017 03:30","44684","46530"
"30.03.2017 03:30 - 30.03.2017 03:45","45013","46841"
"30.03.2017 03:45 - 30.03.2017 04:00","45039","47084"
"30.03.2017 04:00 - 30.03.2017 04:15","45416","47339"
"30.03.2017 04:15 - 30.03.2017 04:30","45607","47749"
"30.03.2017 04:30 - 30.03.2017 04:45","46119","48424"
"30.03.2017 04:45 - 30.03.2017 05:00","46740","49263"
"30.03.2017 05:00 - 30.03.2017 05:15","48013","50431"
"30.03.2017 05:15 - 30.03.2017 05:30","48512","51379"
"30.03.2017 05:30 - 30.03.2017 05:45","49797","52737"
"30.03.2017 05:45 - 30.03.2017 06:00","51239","54388"
"30.03.2017 06:00 - 30.03.2017 06:15","54352","57597"
"30.03.2017 06:15 - 30.03.2017 06:30","56677","59908"
"30.03.2017 06:30 - 30.03.2017 06:45","58696","61735"
"30.03.2017 06:45 - 30.03.2017 07:00","59843","62957"
"30.03.2017 07:00 - 30.03.2017 07:15","61584","64615"
"30.03.2017 07:15 - 30.03.2017 07:30","62078","65381"
"30.03.2017 07:30 - 30.03.2017 07:45","62877","65957"
"30.03.2017 07:45 - 30.03.2017 08:00","63705","66830"
"30.03.2017 08:00 - 30.03.2017 08:15","64557","67364"
"30.03.2017 08:15 - 30.03.2017 08:30","64895","68058"
"30.03.2017 08:30 - 30.03.2017 08:45","64969","68430"
"30.03.2017 08:45 - 30.03.2017 09:00","65164","68264"
"30.03.2017 09:00 - 30.03.2017 09:15","64950","67728"
"30.03.2017 09:15 - 30.03.2017 09:30","65442","67532"
